train_size,train_mae,val_mae
938,2.413174408870695,15.69919907945484
1894,5.419888623252689,62.74095505327055
2850,11.839736462097079,89.3399438649786
3806,14.343637456618987,58.47213986740765
4762,13.789121662726622,42.12077700710523
