split,mae,rmse,r2,smape,mae_pct
train,15.174751144277772,20.54099515767521,0.9979233668831718,2.2432743002018483,1.5647078033717974
val,24.92641592941628,32.2553527629524,0.8994776611407527,1.3881448111724268,1.3917205424134307
test,99.74576709871027,125.07637996294189,0.9351660026593299,3.939475150042578,4.161175911128177
